0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	8.32831e-07
22	0.00220334
23	0.282187
24	2.12909
25	6.19773
26	10.3079
27	11.2397
28	10.7909
29	9.18277
30	4.21386
31	0.525476
32	0.551253
33	1.50833
34	2.70113
35	3.46192
36	2.88187
37	1.99579
38	1.72573
39	1.8856
40	2.33047
41	2.89929
42	3.27951
43	3.02072
44	1.9642
45	0.502948
46	-0.475648
47	-1.03845
48	-1.50326
49	-1.97029
50	-2.36002
51	-2.34616
52	-2.64802
53	-3.48642
54	-4.13889
55	-4.38653
56	-4.29883
57	-3.86944
58	-3.22641
59	-2.56432
60	-2.14129
61	-1.73734
62	-1.12016
63	-0.706357
64	-0.895128
65	-0.99437
66	-0.842348
67	-0.571445
68	-0.21045
69	0.291717
70	0.801381
71	1.20098
72	1.26831
73	0.993433
74	0.738624
75	0.56679
76	0.51037
77	0.562497
78	0.677237
79	0.816862
80	0.953805
81	1.0436
82	1.01099
83	0.828252
84	0.469214
85	-0.0428595
86	-0.633203
87	-1.21795
88	-1.74919
89	-2.19327
90	-2.49668
91	-2.63239
92	-2.6171
93	-2.48221
94	-2.24855
95	-1.91525
96	-1.45812
97	-0.869937
98	-0.195239
99	0.519011
100	1.19334
101	1.76564
102	2.25056
103	2.70516
104	3.1772
105	3.68545
106	4.21478
107	4.7352
108	5.17556
109	5.47341
110	5.61727
111	5.62824
112	5.47803
113	5.18859
114	4.77539
115	4.24216
116	3.6228
117	2.97093
118	2.35324
119	1.81053
120	1.38805
121	1.12063
122	1.007
123	1.02249
124	1.12893
125	1.25648
126	1.34726
127	1.33681
128	1.14723
129	0.754387
130	0.215705
131	-0.396876
132	-1.0157
133	-1.54752
134	-1.8919
135	-2.02335
136	-1.95761
137	-1.72874
138	-1.40612
139	-1.06878
140	-0.793733
141	-0.639508
142	-0.607969
143	-0.693489
144	-0.885001
145	-1.16011
146	-1.48088
147	-1.80536
148	-2.1104
149	-2.3759
150	-2.59342
151	-2.7677
152	-2.9045
153	-3.02862
154	-3.15027
155	-3.27951
156	-3.42085
157	-3.57606
158	-3.74146
159	-3.90888
160	-4.07434
161	-4.19897
162	-4.25006
163	-4.18181
164	-4.00247
165	-3.72852
166	-3.39826
167	-3.05911
168	-2.72261
169	-2.35151
170	-1.92222
171	-1.42484
172	-0.851684
173	-0.242191
174	0.391298
175	1.04492
176	1.71567
177	2.37949
178	3.00406
179	3.55813
180	4.03017
181	4.42169
182	4.73267
183	4.95412
184	5.0825
185	5.10922
186	5.04123
187	4.88886
188	4.67038
189	4.39327
190	4.07366
191	3.72288
192	3.35413
193	2.98317
194	2.62242
195	2.27725
196	1.96278
197	1.68041
198	1.42629
199	1.19312
200	0.971505
201	0.754241
202	0.541255
203	0.332881
204	0.128231
205	-0.0690554
206	-0.25692
207	-0.431375
208	-0.58756
209	-0.718544
210	-0.815111
211	-0.879727
212	-0.917305
213	-0.934204
214	-0.937947
215	-0.937
216	-0.942233
217	-0.961131
218	-0.997364
219	-1.05413
220	-1.13787
221	-1.24446
222	-1.37336
223	-1.52588
224	-1.6987
225	-1.88378
226	-2.07066
227	-2.25295
228	-2.42788
229	-2.58866
230	-2.73077
231	-2.85236
232	-2.95223
233	-3.02779
234	-3.07437
235	-3.08658
236	-3.06161
237	-2.99571
238	-2.8859
239	-2.72927
240	-2.52149
241	-2.25927
242	-1.94105
243	-1.57647
244	-1.17033
245	-0.729987
246	-0.268322
247	0.199628
248	0.652589
249	1.06927
250	1.42887
251	1.72105
252	1.93968
253	2.08646
254	2.16643
255	2.1904
256	2.17292
257	2.13296
258	2.08235
259	2.03063
260	1.98101
261	1.93354
262	1.88607
263	1.83355
264	1.77191
265	1.69823
266	1.61178
267	1.5141
268	1.40996
269	1.30347
270	1.19652
271	1.09135
272	0.990734
273	0.894454
274	0.80488
275	0.722632
276	0.646965
277	0.580758
278	0.526203
279	0.484411
280	0.455059
281	0.435957
282	0.424199
283	0.419058
284	0.422396
285	0.436205
286	0.462818
287	0.502247
288	0.542129
289	0.578933
290	0.611701
291	0.638107
292	0.665412
293	0.685759
294	0.688463
295	0.66436
