,Time,Modelled Vertical Force,Modelled North Force,Modelled East Force,Inversed Vertical Force,Inversed North Force,Inversed East Force
330,46.0,,,,-82335821919.77914,88316992593.7967,-14520728951.281048
331,48.0,,,,-47799118837.98041,59573044531.26304,-5020935385.736092
332,50.0,,,,-12875148502.332962,-4136594488.848244,29870469387.26213
333,52.0,,,,-8438995934.958275,-27525722088.72623,76949631830.1065
334,54.0,,,,-16817944817.635233,-33703617104.104416,67882561526.33667
335,56.0,,,,4793045901.436844,-54174344224.22309,26502098812.321808
336,58.0,,,,32874556853.16016,-59140610696.34416,6770133848.750032
337,60.0,,,,37935552037.9224,-58788937963.83525,-817661941.9443226
338,62.0,,,,25177213181.91492,-90061517399.77295,-9969378998.496132
339,64.0,,,,14065614971.76212,-115787761217.72215,-15662800314.16806
340,66.0,,,,7774579932.41343,-89163150233.31516,-28499596923.470222
341,68.0,,,,1100707697.0084455,-61171162073.14876,-44811991155.55687
342,70.0,,,,5784409539.013016,-78971438600.96315,-38983045209.27344
343,72.0,,,,5751944033.499936,-82776537901.2751,-21265567520.39811
344,74.0,,,,-9662000730.132517,-39513393124.97792,-16639007945.44861
345,76.0,,,,-7584619082.540483,-21841104207.9928,-11938124429.423866
346,78.0,,,,8806033386.99329,-39160231357.84115,10875672654.05894
347,80.0,,,,6758229204.566902,-33609320761.79793,35663633013.405624
348,82.0,,,,4213836340.759325,-22725918968.46434,40023245506.13424
349,84.0,,,,10953877790.72434,-9826487173.727983,16592776513.57504
350,86.0,,,,4375900667.299595,10714364181.97308,1962932467.6294937
351,88.0,,,,21065494991.107704,-35811331298.23443,59160356799.36208
352,90.0,,,,174369237.43914247,-342645851.3680301,360221721.867178
353,92.0,,,,321814977.6482348,-650722762.4514499,611169914.8251363
354,94.0,,,,271478196.4768663,-652491804.4168655,544607126.5770959
355,96.0,,,,-52308537.8193903,-243560531.45265332,90637433.38503017
356,98.0,,,,-390682760.0057064,314695102.6241482,-451641782.17398745
357,100.0,,,,-438548644.7772384,710832288.3770134,-794517512.8551036
358,102.0,,,,-272138376.99092734,836608999.66976,-915839212.4970996
359,104.0,,,,-128063805.79159357,785968188.0154788,-950937113.2847456
360,106.0,,,,-49206292.14700067,670801035.4579015,-931385025.9348004
361,108.0,,,,-39460031.67864204,511340200.6655958,-773584293.3494065
362,110.0,,,,-140114227.48085442,270269579.67676777,-396166884.6862288
363,112.0,,,,-221145185.2054812,-38002889.79326055,195731106.59686664
364,114.0,,,,-48564467.450888574,-305627997.8525667,852750999.3454195
365,116.0,,,,313440090.0051924,-430975247.5821405,1296160752.2653658
366,118.0,,,,557754268.5707647,-396247427.6101251,1301915566.5527945
367,120.0,,,,566210453.3722186,-274700081.17206734,941067387.0256656
368,122.0,,,,394645843.5104593,-200684448.3588789,509595570.7029888
369,124.0,,,,105645629.2336449,-259852274.3066689,229957125.7732868
370,126.0,,,,-153161824.06496307,-441941931.39362645,114283836.5476858
371,128.0,,,,-195862633.54017133,-663157289.0886657,43275412.56002244
372,130.0,,,,-67473872.27084482,-751805772.0704159,-70658750.55670628
373,132.0,,,,24135161.72733253,-576933033.8835896,-193841768.19489676
374,134.0,,,,37545831.1498889,-248125026.2868452,-257037784.12558827
375,136.0,,,,32752539.71850477,4640102.042851687,-265509230.493056
376,138.0,,,,-46840156.33601008,90227219.62824029,-267895016.4502356
377,140.0,,,,-242738765.1227475,111626334.705644,-335762306.45789194
378,142.0,,,,-443198685.5496711,274323240.0286011,-547640503.6813802
379,144.0,,,,-517470320.2339237,663544062.7204254,-794964609.778067
380,146.0,,,,-377654747.7194577,1056419648.2720025,-805790569.6063036
381,148.0,,,,-2949408.083486557,1130228408.936013,-526861630.3087715
382,150.0,,,,375905696.34388685,821030330.870089,-162651657.12885267
383,152.0,,,,411819496.2861403,341674093.0030579,158148376.11707363
384,154.0,,,,98701043.83941592,-59007703.85456097,413235484.1428367
385,156.0,,,,-202823424.3411703,-252188278.44703728,542191990.5226929
386,158.0,,,,-207767058.89578915,-256531449.67098,500363587.9288047
387,160.0,,,,46822915.87012404,-209670646.7421434,309142319.7772812
388,162.0,,,,328203917.6740658,-239237449.83110744,45741246.23180372
389,164.0,,,,403800981.25008446,-336217020.21524644,-133574093.77282695
390,166.0,,,,230032568.59280896,-398027104.5269078,-79592459.48735394
391,168.0,,,,34305002.430042416,-362569276.0918436,172905953.15530348
392,170.0,,,,35379336.96433765,-271062699.8800496,418398643.7698747
393,172.0,,,,136085243.71648127,-229722839.31030503,468485376.0246538
394,174.0,,,,95729520.78487098,-273426806.1978084,309555007.8493691
395,176.0,,,,-114187208.96285124,-279481194.0772223,105499531.4016232
396,178.0,,,,-298213610.6388613,-144679275.63750905,5997568.238559619
397,180.0,,,,-323909217.70375204,56993424.92969793,-36159346.70773649
398,184.0,,,,-134743701.24476928,356348389.0506067,-343270790.8844962
399,186.0,,,,-113463263.10934864,438936157.6759003,-496195772.5538531
400,188.0,,,,-133535512.35558218,434284114.28515166,-576110724.3403355
401,190.0,,,,-28409622.39931643,340458513.43080723,-570940528.9447354
402,192.0,,,,178987537.81593058,179882450.86496067,-445047174.6190956
